GeneID,GSM1543544,GSM1543545,GSM1543546,GSM1543547
3329,8007,8343,7301,15097
284992,85,313,1040,337
151194,710,498,855,596
285175,77,14,85,36
5746,147,171,549,605
130749,31,41,21,40
65065,88,310,95,248
151050,295,107,1114,398
79582,344,439,385,537
26154,156,5,9,5
285362,1611,2182,1128,1879
100130207,1611,2182,1128,1879
57624,1,1,3,1
84236,513,335,1682,476
57007,1714,32,2982,125
79054,15,5,20,9
55502,109,68,112,49
339768,35,6,41,40
51281,308,138,695,257
64708,776,290,995,482
129563,317,492,782,337
151835,7,2,0,5
2177,85,93,65,40
132001,195,144,124,100
9686,756,228,2118,974
5868,825,404,745,768
79137,2874,4034,6882,2974
58190,3257,3058,4897,2579
9125,682,245,1226,329
57574,22,0,6,2
114790,710,169,1362,308
29926,2524,2148,1996,978
80852,14,17,65,170
85403,265,254,450,402
152330,41,42,46,167
51143,570,448,609,613
27303,491,660,151,197
339896,16,8,43,27
114884,858,241,364,750
84892,893,630,731,530
1238,131,20,22,31
729085,67,43,996,71
64651,538,189,680,637
54977,1167,1545,671,1288
3680,516,96,403,178
9389,18,30,2,41
2803,1321,1639,1059,1770
10217,1353,2773,1555,1755
6769,185,51,3,84
9922,908,555,1867,795
23066,26,26,36,62
6161,99405,69787,9334,20237
5793,912,285,1104,760
54756,66,244,311,520
55164,194,95,133,265
115286,332,854,230,385
9039,585,420,736,618
10550,3334,3329,2083,1441
7110,503,105,544,406
26018,328,88,2792,181
57408,9,7,4,0
8994,287,79,1597,226
285349,234,72,35,8
64332,1089,26,130,131
1295,3672,88,2636,154
91775,125,62,300,219
84873,15,0,0,0
22989,37,3,228,6
90102,1832,786,704,1012
55347,1413,3096,613,1539
29114,2,183,0,46
51365,1396,158,3108,362
285282,418,383,450,472
141,632,70,605,153
152404,11,132,308,376
64422,1905,545,932,1060
8856,15,2,2,6
91653,328,28,926,191
58477,4137,2407,879,1537
66000,67,2,266,16
185,48,98,53,291
116931,43,4,32,17
83939,2936,1105,702,1460
10840,312,19353,7592,12441
114885,442,224,373,395
7220,215,32,145,67
57552,2513,208,260,409
83893,2,4,0,7
653333,10,2,6,0
128966622,10,2,6,0
4026,1799,398,1838,1363
93109,1695,49,119,85
9711,422,167,547,473
275,704,1758,770,1729
6988,1673,2075,1701,2516
84276,72,40,705,177
90226,3,1,0,1
9730,333,216,522,485
7873,2437,1354,1027,1145
285150,1,11,2,5
9515,9,0,2,2
55840,231,856,62,858
286676,242,69,113,231
116211,72,0,8,0
4585,2,4,35,6
9353,287,507,151,769
8893,2076,1904,808,1149
197,21,5,0,5
9718,1068,260,52,143
90113,13,16,27,10
1609,316,93,703,350
81608,586,269,941,519
10861,163,760,1034,341
55646,327,88,144,105
1060,338,104,506,364
2044,0,0,0,0
10699,59,18,27,49
57205,399,107,1472,577
132299,8541,6539,1992,7411
201780,0,0,2,1
345274,3,1,4,6
79966,376,632,127,1621
51316,777,41,44,17
58478,809,439,1206,679
85438,0,0,0,0
2638,0,67,0,106
93587,88,58,181,142
57563,163,135,956,343
6622,199,43,90,179
100996939,2411,2062,1492,1575
93627,476,235,817,575
817,442,372,731,501
493856,2250,1881,2154,1333
115265,118,54,5143,97
287,389,6249,6025,5847
92610,188,43,351,73
166378,112,34,177,57
2169,10,3,17,3
890,166,27,35,20
57721,301,121,1030,604
54532,192,163,655,538
80854,999,161,2292,515
105377622,999,161,2292,515
92345,55,28,195,70
55016,437,31,296,57
6423,1901,23,2,15
6189,111834,113444,18440,24322
285533,179,8,26,14
56034,739,518,976,813
84869,397,610,614,748
8001,4,0,4,0
285440,1147,2549,2075,2565
83853,184,12,9,7
4726,11308,12440,1948,4638
10299,2337,1335,2676,1837
85409,169,48,13,58
1016,3,3,10,9
170690,55,114,13,193
6715,329,240,381,626
4651,988,530,1244,976
54491,311,51,116,131
6167,516901,121055,54339,57922
6502,127,56,226,74
9180,2716,114,1622,260
133688,89,623,14,2596
10769,5487,72,1356,142
100132916,0,2,0,0
3001,686,56,149,52
5295,508,498,1622,1701
1404,641,1,570,1
10184,1340,39,1025,108
23635,580,120,1771,342
635,5644,10781,1621,30773
256006,5,5,5,4
10788,379,483,260,1532
1393,90,514,13,1217
5921,649,66,1226,462
167410,55,11,6,34
54826,217,136,124,145
23262,973,237,737,581
5066,10134,2181,8324,2693
55814,108,28,72,51
2966,7,5,10,11
728340,7,5,10,11
64924,850,366,851,550
689,18554,6059,5771,6622
64839,348,206,1332,476
83890,15,2,23,10
85480,15,8,32,8
25816,1035,117,2320,213
56929,856,155,744,275
51397,832,324,718,564
9140,1262,721,509,322
84466,116,2,5,27
171019,0,13,0,31
81555,1206,219,1333,686
23092,745,94,433,204
9547,33363,27206,5243,18230
3950,30,23,55,17
153328,74,1132,398,737
9879,1128,672,1939,851
3578,0,0,0,2
91937,85,48,182,38
153830,4229,226,2255,536
114898,92,22,28,34
2559,0,1,0,0
2561,11,43,5,153
81545,743,178,1211,686
84651,5,1,8,2
78991,262,116,519,136
2741,2,0,0,0
10318,12626,4042,12454,3235
10146,3085,987,4865,1667
91975,113,47,250,88
23138,277,45,357,94
55651,9103,3847,2361,1783
64777,1860,624,1884,808
91272,2722,733,1837,776
10814,2,0,0,0
57451,355,52,3,34
3779,705,24,291,58
26240,341,292,710,587
340156,48,70,107,162
222826,20,25,67,45
51256,711,483,216,329
107080638,711,483,216,329
10667,687,1118,493,655
54438,123,59,239,97
54901,224,124,328,203
84249,7,1,22,4
26045,3,2,20,3
153527,4613,2063,3203,2274
2676,33,17,0,27
26249,158,510,544,922
51473,190,649,452,709
10050,268,869,4544,533
255626,0,0,1,2
353219,6,41,11,25
81786,62,49,61,53
90933,1368,1209,1311,1044
192286,16791,4559,2861,2715
54540,2115,939,1725,474
7941,424,5,56,11
27242,709,623,326,2266
22838,1159,82,2066,405
4594,628,958,1238,2055
255426,11,3,1,2
79930,567,27,297,59
29777,837,437,848,406
170954,719,2,274,55
107987457,719,2,274,55
23500,451,115,923,358
5558,145,45,188,103
90523,42,8,5,30
100874282,42,8,5,30
101927189,42,8,5,30
54511,1,15,0,23
51557,10,16,10,64
221472,259,10,690,157
222663,305,82,99,127
50636,303,33,442,48
401262,85,70,45,81
84630,16,37,40,33
202500,12,6,33,8
285855,1369,846,2671,1392
4794,2065,637,252,135
51302,6,82,119,120
7162,256,20,179,52
134728,95,205,120,216
55023,618,318,563,491
167681,77,25,105,75
253714,81,44,170,48
84553,26,24,27,57
2569,5,0,2,1
10957,1392,588,1564,1274
135293,348,112,552,309
57038,801,390,715,621
256380,58,10,14,27
221322,59,62,102,44
134829,0,0,1,0
2830,0,0,1,0
154214,162,162,948,135
84870,44,23,340,14
93663,862,530,811,927
9287,0,0,0,0
319100,0,0,0,1
83551,0,0,0,1
58527,1056,346,273,966
134864,0,0,1,0
116843,565,272,472,457
113115,38,3,6,8
154091,9,182,24,206
257218,153,27,217,180
51390,3091,4729,935,3795
6993,4044,2484,2095,2640
26230,73,21,130,61
57583,561,191,631,330
154197,6,8,20,5
9589,2535,1157,1401,1225
9202,684,251,1370,508
7432,22,4,11,7
79624,303,263,547,721
6581,366,3579,8,1190
221806,11,30,1,5
2768,1074,272,1802,648
84310,6345,4778,1612,2191
221935,663,147,2875,152
221960,687,189,312,191
79034,723,296,1654,452
57786,426,106,596,237
9586,1184,65,663,210
222894,1,0,0,0
1956,2697,344,5765,600
84847,22,0,1,1
113130,329,35,23,19
3486,79386,1801,35325,1651
5814,929,428,2059,561
3484,800,18,123,22
136853,126,159,43,96
4191,7989,6768,8308,5721
22932,302,404,84,50
2631,1604,1403,3099,1119
908,3982,2520,2282,2664
5723,1716,644,1486,1088
135892,10,118,47,359
168374,106,31,133,55
222255,542,958,118,429
64418,436,129,1323,438
142685,1,88,1,170
55262,570,87,570,209
56996,1566,873,1425,920
64599,1580,628,3530,925
89122,885,287,870,519
56257,2152,1681,1582,1013
7455,2,0,1,0
84928,410,126,473,221
340351,275,35,244,71
346673,27,5,6,6
92092,233,25,382,38
55281,9447,2006,2726,1128
11011,519,235,939,404
2041,302,111,57,170
64434,346,218,479,211
285888,0,0,10,0
54892,252,27,216,144
136371,0,4,0,7
57502,20,0,8,11
357,214,108,409,113
401409,26,0,10,33
51631,1699,522,2720,1353
27147,612,357,248,305
57393,4454,6138,1416,13162
30011,674,357,487,612
83604,899,296,1354,734
347404,43,5,392,17
94122,12,5,62,23
8573,1099,229,1086,518
7403,318,54,953,349
54466,45,8,49,14
4478,14196,4032,11354,6707
8852,0,5,0,2
85417,16,0,8,13
55869,496,357,386,487
6567,831,465,1235,840
79742,1067,63,1112,144
7712,5,0,20,5
7569,252,57,282,148
56548,153,25,226,85
55634,340,113,724,281
54539,10552,14258,2892,3994
7592,103,20,377,146
347517,24,9,15,16
9203,896,450,1971,639
6872,409,90,1719,477
84636,6,0,6,0
4841,9662,4048,9231,5639
90060,249,118,396,264
2846,4,6,2,2
10682,5328,5024,678,2498
158835,0,0,0,0
8473,4674,1428,3998,2308
29934,1129,1874,1699,1383
26548,52,33,22,18
3561,994,67,388,119
93953,58,27,37,28
7552,43,71,1353,114
53336,0,0,0,0
1730,510,145,655,222
56000,24,14,8,19
92129,7,76,4,74
5631,1541,720,1445,1116
55086,103,33,166,112
84443,5,2,12,1
3358,0,0,0,0
139818,1010,143,158,134
3547,62,7,8,48
158763,0,0,0,0
2719,260,1780,265,2309
139760,0,0,0,0
27316,4291,2294,5017,1944
79648,164,99,487,262
9258,192,234,1292,569
26260,756,897,493,764
89885,39,9,142,12
4103,0,0,0,0
50814,1709,1410,703,694
7739,550,173,138,320
1069,3712,2089,1183,2064
6134,223595,48989,35771,28210
55790,242,46,678,164
526,2653,3958,4911,6489
55246,476,816,1661,1345
79618,273,115,465,265
1142,0,0,0,0
8973,2,0,9,2
2796,80,31,96,42
55909,552,1003,814,444
9046,383,21,260,42
51312,397,662,1505,642
91782,710,968,1751,851
80005,359,120,564,248
6770,2,1,7,5
11212,531,768,2123,1609
11160,686,947,4973,1928
54212,1,30,1,10
137902,114,37,178,32
9705,4,24,7,18
8601,10,0,3,0
6867,878,540,3210,3031
51125,744,810,2195,1016
84513,710,807,478,548
84296,12,14,38,29
54904,756,392,2425,659
85479,33,7,11,3
1392,0,7,0,0
84675,755,151,249,106
137872,172,202,579,672
28957,1490,1106,1569,1106
5375,2,3,5,8
51110,1443,407,658,1658
63978,5,0,6,1
7013,507,257,811,630
6129,102274,47247,43518,36703
115111,27,344,11,631
85481,0,0,0,3
245972,68,563,29,1179
55638,397,25,696,124
1807,2016,4576,29,5316
92140,2276,666,3073,1189
29967,151,53,385,142
9166,656,374,921,679
340419,0,0,0,0
5440,2078,797,1643,1281
114569,1102,1359,9,1490
8667,7767,4258,2783,3720
84294,200,49,752,148
4715,10002,20707,5138,7946
83940,548,278,300,356
84985,2,4,15,3
56169,4,1,1,1
51059,27,1,34,20
246122,0,0,0,0
100101120,0,0,0,0
7553,646,219,913,418
80728,121,45,629,153
55630,262,2802,649,1966
93100,737,7271,195,708
7436,1295,260,2222,630
50808,936,894,1348,1985
115426,525,190,670,404
4781,1961,1826,1658,1420
9350,0,0,0,1
123,23750,3905,14837,5730
3442,0,0,0,0
54801,272,69,231,154
1030,189,5,172,22
3449,0,0,0,0
1029,1046,3,305,10
203228,210,63,293,163
56832,0,0,0,0
84186,408,138,225,191
26267,182,124,209,161
10280,1566,524,956,872
220869,1428,1891,462,933
84131,227,123,197,183
4915,89,224,286,788
414328,227,1120,258,1177
53358,92,83,18,77
549,339,581,395,1646
84641,612,185,544,516
84909,1298,642,872,1221
54886,1,229,311,421
138804,0,0,0,0
58499,346,136,564,325
58493,247,173,722,404
7357,2686,494,888,677
10880,0,2,0,0
401548,602,383,655,1761
2040,5393,4196,4803,4245
2934,11637,4043,12454,5007
92399,885,488,638,959
2649,80,92,81,110
286204,3,35,7,160
392391,0,0,0,0
210,1362,1529,2523,5688
23245,218,295,126,217
114987,80,99,150,139
54107,1030,382,796,635
6836,2326,1690,1594,1814
26301,516,68,319,158
6834,1362,3190,338,1017
6835,271,787,197,296
6838,378,382,809,480
6837,326,466,636,217
57109,597,511,250,325
6130,56956,30292,6406,13873
9328,1411,1314,1080,919
140459,804,589,620,618
80142,2479,2954,865,1371
28989,1038,1501,417,753
25792,1611,1031,1471,774
114789,205,207,816,1214
56904,1424,1321,1978,1678
84895,451,474,687,679
9536,910,85,117,54
3934,24,33,5,42
90678,470,496,644,296
256158,40,131,57,196
57720,1737,852,1913,1584
91734,2,0,2,0
56623,392,65,613,260
392399,0,0,0,0
9919,1941,1392,739,848
92715,854,416,507,324
4851,1011,228,1161,464
774,1,2,30,1
138151,382,340,810,593
254427,378,69,18,92
9712,318,110,495,192
23412,1519,1011,783,455
22921,2715,4895,1291,1657
23590,262,135,64,146
221061,358,515,1341,1106
80013,476,191,560,371
221074,2,0,0,0
653567,22,3,269,22
6251,2123,265,2839,1301
338596,42,1,302,6
56288,1458,1114,692,879
91074,0,0,0,1
6935,683,190,1295,295
220965,38,26,178,81
29982,515,204,294,253
29974,300,495,368,907
92211,2186,68,144,13
26103,0,0,0,0
5995,8,3,13,8
11128,530,355,1016,479
26091,669,270,1577,614
83938,677,550,659,517
818,482,566,1127,1574
10974,8635,29464,845,6066
2746,4107,6943,4709,8879
27063,18,4,47,4
3363,15,2,15,4
10556,811,871,442,386
118924,1033,1410,465,400
120,1715,923,6001,3954
3026,3944,237,21461,1803
11023,0,0,0,0
54788,4017,1299,1388,1406
1979,3466,4345,3764,4346
64106,27,19,33,23
79949,96,1,12,7
6934,478,241,1674,227
4288,735,2,51,41
1586,82,7456,882,4428
9118,0,0,6,2
282969,3115,7231,72,1407
80313,543,576,467,250
92170,1463,1697,1153,1269
84504,2,179,0,0
196743,534,934,165,253
9446,10873,10379,8145,3829
6877,46,28,63,39
23082,845,166,452,233
85450,678,76,1784,357
54805,387,673,1836,1126
22984,1295,624,1058,464
8038,810,6,61,24
6001,1255,209,238,209
84280,559,125,529,279
133,6172,565,13506,791
2620,70,86,32,231
159963,338,9883,850,24434
55327,660,421,780,535
57689,79,1,0,9
196294,481,411,326,286
6291,48,2,0,0
27315,794,301,981,447
64852,586,620,1086,758
7356,2,0,0,0
90019,570,5,8,3
7761,54,47,74,53
7762,94,27,41,37
51144,958,685,2174,1847
51074,525,310,564,410
25891,299,62,156,86
8525,2031,765,1771,933
10480,4424,2209,2101,2458
85456,3513,790,3193,800
10249,1949,16479,452,15938
710,32919,5739,9466,3908
338674,0,0,0,0
6749,3201,695,3803,1762
8501,235,342,121,447
5795,1281,657,2372,1392
79096,1535,870,1214,696
84364,2412,2299,3203,2202
10658,1202,633,2941,1530
51501,1485,716,245,315
60494,54,5,28,13
143686,516,364,3634,700
23052,1848,1247,1667,1435
79780,370,112,740,365
283212,213,7,43,5
26011,620,38,123,84
871,11879,1261,5329,1361
726,971,794,723,990
92105,724,288,560,369
5058,1339,638,1674,1051
6188,121486,47491,25079,21240
85463,195,149,244,186
54970,505,1026,385,406
4684,156,42,3345,57
1813,8,4,15,13
91894,1002,2045,182,1405
9177,6,6,8,4
4863,169,70,249,159
472,483,236,2037,654
60496,601,315,989,666
89944,1860,2832,886,1830
128710,283,143,199,131
55004,4243,7323,2212,2780
283208,2902,13,235,21
2900,83,12,525,5
6768,2888,1192,322,1325
10525,1639,157,2599,772
92086,1,4,1,6
80332,6,10,5,28
9376,26,24523,34,17808
57325,728,463,459,485
26007,1164,6510,1415,6031
9219,1358,321,2046,774
51524,967,779,432,486
3992,457,81,1317,183
117532,20,11,35,16
6094,291,168,179,91
256364,1253,523,1701,384
3619,129,16,620,147
22917,726,1,8,0
219990,0,0,0,0
932,1,0,5,3
9651,68,237,76,557
79869,929,321,7811,1104
2206,26,4,6,14
26229,2889,1189,2099,716
9538,2360,1661,3411,1949
80071,48,8,30,15
1111,313,240,155,139
9638,234,115,199,117
105369550,234,115,199,117
90952,3154,490,4447,779
84623,26,21,11,10
10205,833,83,1364,257
6327,51,46,253,46
51092,1955,935,1278,480
84866,508,634,1850,987
6876,34159,6206,11391,6372
57158,831,26,184,96
128853,412,2070,175,937
149951,5036,3508,1162,1794
128864,11,1,26,6
85449,209,96,16,268
128497,26,11,136,34
128506,2,3,0,2
79980,382,134,204,147
140710,986,133,1489,235
140894,143,142,148,135
391253,0,0,0,0
64405,0,4,1535,11
149986,1145,247,1917,991
54915,1342,579,1783,668
81928,177,49,175,55
220064,415,308,554,283
170589,2,12,2,7
114571,3,19,2,3
83707,3292,3105,1231,936
84304,2689,3511,1939,1018
83706,2083,161,401,100
5331,610,179,1320,344
740,1611,1190,3067,2688
10435,231,354,136,178
2197,50689,35080,8347,11057
7108,523,4522,805,1738
738,4982,3139,2681,2166
6911,51,23,198,33
5531,3789,2183,2399,1822
226,96813,22944,61258,12424
83723,9,2,211,13
8448,135,17,3325,37
8479,796,1097,984,756
9344,1533,414,3128,1118
124446,7736,10506,3362,3084
8091,7,2,3,6
4314,0,0,0,0
22866,33,2,5,2
53942,2,1,0,17
51348,17,8,7,17
51267,104,30,104,78
283078,6,4,1,2
143098,74,102,827,288
3688,17137,2911,14776,5810
53828,8,6114,17,1065
79097,0,0,0,0
390157,0,0,0,0
390162,0,0,0,0
65217,0,259,1,695
1489,129,113,341,130
51503,3515,3105,653,1229
2209,1849,103,186,45
84159,1239,484,1159,1097
57626,0,3,0,6
1006,67,1,34,23
55208,172,161,600,269
55002,1039,303,2431,916
219854,593,149,413,407
114609,177,53,327,87
221143,386,262,210,152
26524,347,131,621,422
10284,5136,7027,3602,5185
23284,98,15,96,55
57536,113,74,309,135
220108,57,327,47,350
4253,1342,1627,595,1560
3176,1342,3303,1497,1859
116372,282,88,14,77
130576,0,107,0,148
27250,1484,558,3421,934
150,175,46,15,21
2823,43,125,58,153
116966,31,31,111,35
132851,38,39,37,48
7424,268,33,40,61
79839,201,61,195,113
10666,135,41,52,73
84735,37,202,30,148
161835,26,8,35,23
1740,32,59,50,173
220047,14,15,1,3
64407,67,2,49,18
11098,13505,1303,5320,1682
54545,303,330,1168,518
151242,61,17,6,36
341032,1,1,0,1
22948,3968,1224,2345,3082
134145,265,148,201,209
1793,948,553,847,826
85458,427,184,869,662
1737,653,588,762,894
120379,114,92,20,48
55216,906,754,473,697
26521,8780,5411,1141,2426
3606,1107,1260,192,434
56158,3,1,1,1
5805,827,723,218,455
5305,1049,432,2011,480
130813,7,13,6,19
341640,83,576,1400,1010
2308,219,276,993,514
51232,2713,810,2698,2389
9871,741,31,636,165
23457,360,114,470,168
196383,828,1164,672,1192
57647,477,174,770,198
7316,101549,53603,86788,34724
3708,993,266,625,881
84076,0,0,0,0
339105,635,3,375,51
23657,49,1,18,6
25819,59,49,185,101
219670,43,4,4,9
57512,12,0,0,2
119180,0,0,0,0
93589,3182,38,71,29
196513,457,240,414,229
775,442,19,1084,164
100874369,442,19,1084,164
3742,0,0,0,0
7068,151,186,380,361
55768,758,539,461,395
54995,460,382,509,460
55293,326,198,788,413
144110,565,1268,252,1308
121053,1939,957,208,463
90488,1547,684,1338,731
121551,613,403,56,373
89910,1055,668,1791,838
288,587,1528,2872,4388
253430,422,107,300,87
144715,26,1,46,15
196463,2940,399,2408,656
9231,343,28,1053,179
4143,126,16,14,24
114134,236,155,975,228
283464,501,146,597,328
5756,2095,400,2027,964
22982,614,631,1985,1655
1977,1179,310,7729,2713
9223,94,191,576,283
93081,416,354,170,444
1456,679,165,264,281
153443,128,20,178,94
9472,104,117,282,186
64067,57,15,212,10
283635,1158,1084,858,1396
101927178,1158,1084,858,1396
51562,196,155,672,353
145282,98,42,255,182
2132,3002,691,4115,1238
129787,1246,648,1389,757
55821,3,70,1,39
65987,731,114,613,225
7069,4,28,142,38
4718,7098,8589,5443,5389
10873,1836,715,714,927
343930,0,0,0,0
81792,431,94,45,31
80224,271,234,333,380
140609,492,181,1265,648
127124,2,910,0,379
2241,245,141,301,245
63894,568,362,809,390
57182,353,100,423,194
26019,573,1717,551,387
8872,1280,606,1144,753
132320,106,22,127,107
83643,810,108,373,122
132321,213,131,101,174
55691,2172,149,1467,676
83447,0,0,0,0
5800,215,807,67,1019
2059,1750,502,1817,1567
27034,610,957,1211,1533
29087,1323,1511,697,749
112936,1581,675,1501,676
23310,192,47,1118,164
143187,324,201,441,393
5860,1390,6637,4511,6210
57700,632,319,739,343
121601,24,1,912,5
374618,108,59,199,106
79691,314,64,375,191
1814,0,0,0,0
166785,438,392,346,306
105377467,438,392,346,306
152485,180,64,1548,311
5458,0,0,0,0
1909,607,101,131,163
4306,58,220,389,430
1646,209,73,43,107
10570,198,3,506,0
27287,101,12,76,37
101,206,36,232,95
3698,4,1,6,30
22944,493,199,249,201
5281,515,286,481,338
150709,57,18,84,36
3628,778,164,892,417
54842,328,122,462,402
9781,276,93,384,240
8853,78,49,419,538
6868,190,24,779,199
2313,562,86,590,185
3758,15,5265,264,4631
120224,167,407,16,504
80014,376,210,1758,862
79682,93,12,22,13
2180,1930,3514,8761,8128
291,1809,2207,7674,4477
196394,255,136,512,237
636,895,39,950,135
60485,490,346,677,554
160857,109,62,118,89
387923,184,108,251,99
51594,1655,3893,831,789
79750,74,102,326,142
6999,12,1,0,5
60558,331,602,815,640
341880,3,2,33,7
2555,7,130,7,99
26278,483,68,151,82
729665,0,0,0,2
5042,0,0,0,1
55835,197,37,237,126
26272,395,118,127,145
64417,199,67,432,147
56477,44,35,3204,52
79668,373,467,439,217
2674,3949,281,17,587
143384,587,330,1403,586
667,2547,853,4355,2001
221336,55,6,11,35
7073,1835,650,1894,714
9531,1631,719,3023,1664
144423,23,12,80,35
121256,43,1,1,2
166863,5,2,77,0
29970,854,162,233,210
84539,0,1,0,0
23704,296,30,3230,168
130340,88,9,23,55
9910,974,718,503,535
91409,203,34,625,91
148534,106,243,115,248
80097,13913,16275,3298,3226
112714,11,0,11,1
460,6,1,2,6
653275,0,0,0,0
130074,1015,738,6772,2163
5784,997,399,1038,883
4249,917,553,4936,1123
81615,83,11,223,45
253635,141,63,274,155
26353,3703,552,6146,1252
79833,769,977,284,448
130733,88,992,112,391
5457,4,0,17,0
79596,248,70,400,131
57105,68,2,59,21
2895,0,1,2,6
115761,88,5,141,8
6014,0,0,0,0
26040,255,93,1094,328
120534,506,191,1050,421
57724,448,291,1155,408
9050,71,19,276,69
498,8158,27595,17077,31985
115106,424,214,266,149
147339,238,132,1947,303
57405,41,0,31,26
57818,0,0,1,2
5163,510,116,3085,103
5741,0,0,0,0
5140,53,79,1180,169
83439,224,140,530,159
10618,5980,2721,11381,8325
284948,15,124,25,84
56659,44,19,6,76
127933,1073,1150,1911,1397
83734,265,136,185,115
134359,239,64,129,85
6695,2112,356,81,481
167555,40,18,31,33
117143,239,213,431,314
2977,415,109,176,74
143884,244,497,346,358
133746,201,260,256,418
9456,55,44,483,85
7518,374,102,145,139
66037,0,0,1,1
284306,148,28,104,60
374928,53,51,400,103
284309,233,55,1197,273
10172,64,49,191,89
79723,124,66,182,75
64421,108,33,184,92
55301,1,3,4,5
10557,440,277,352,242
9397,637,230,433,325
284312,33,53,59,44
116412,113,143,170,113
219333,843,521,771,694
152137,2957,917,1035,1195
814,42,19,15,52
55521,937,2,53,11
678,1532,956,2650,1275
255967,468,190,962,385
130271,93,85,266,327
5213,1094,701,9226,3095
114908,4833,1215,19447,1994
2893,0,49,6,10
285313,6,0,16,33
79925,451,205,708,433
8404,2121,644,11047,2294
1834,1,0,0,1
1758,1,0,1,0
56955,2,1,4,3
4154,2393,680,2440,1052
133690,3,21,0,10
133686,646,484,1068,632
23171,272,738,450,1349
2697,4424,300,2264,358
10309,52,7,5,29
54514,0,2,0,2
165530,10,4,6,10
55676,378,259,462,408
53918,1398,499,2209,855
25780,574,285,611,420
51128,2533,788,2038,2667
347732,69,37,28,31
160897,256,93,447,191
200132,31,2,15,2
79819,112,216,200,137
118932,36,25,91,82
10160,2517,6476,2623,3723
24138,421,145,624,294
387700,1220,1477,2528,1967
53354,244,1366,877,1312
56978,39,10,33,11
651,12,6,3,0
9987,4568,2782,8101,4883
3087,178,32,138,23
7402,998,138,3309,1560
2911,19,16,4,47
5796,914,461,403,439
9453,596,498,770,476
85445,0,0,0,0
51351,465,160,283,160
109504726,465,160,283,160
25859,2,262,7,86
115827,42,10,4,8
160492,11,0,6,2
153562,14,3,174,112
5884,0,1,477,522
9412,508,498,495,717
5352,9391,149,7594,350
55351,560,474,1774,452
140767,6,1,0,0
152789,28,1,20,2
7545,18,0,0,1
166647,594,675,1236,526
1360,5,4,34,10
285672,1590,1081,686,340
55203,135,49,61,123
10283,631,443,363,417
3140,1325,246,1229,375
6728,928,343,419,514
64946,121,20,39,36
9425,145,99,425,193
23589,8782,2781,3106,1248
146279,3,2,2,0
55024,49,12,131,51
51061,2170,1801,1172,1153
1601,7885,6201,6128,8880
130013,1004,3359,362,4935
55289,15,10,23,12
10018,395,189,912,653
64682,822,475,783,459
60592,1301,1445,1498,1486
1047,11,6,48,10
1070,510,140,494,315
8467,934,297,1878,1403
221711,8,4,48,11
654,19,7,209,75
653489,1,90,4,14
283349,515,51,629,134
3192,5567,2798,8878,5083
5903,1231,1019,1730,1824
25909,411,122,1559,642
10461,290,34,1171,584
84910,446,120,570,218
5801,7,8,6,14
4929,76,101,74,29
130940,59,96,82,96
22925,366,1503,148,1450
5937,621,310,690,735
6328,30,24,19,34
55079,0,0,0,0
10225,261,15,33,29
9481,96,70,678,291
266977,25,1254,86,445
221393,12,0,222,2
79981,48,562,11,607
51571,1041,207,781,397
50807,496,90,1226,182
22878,362,49,908,655
153643,0,9,62,15
125476,699,721,340,457
79888,4384,175,1817,90
153478,63,15,15,33
57407,1791,1946,510,594
124402,390,701,666,956
146556,49,3792,37,669
26175,324,296,481,276
3621,285,228,595,312
121793,11,12,16,6
122258,2,2,2,1
113622,16,59,57,66
112616,901,240,460,279
25827,283,117,429,212
7342,532,255,760,610
64795,482,493,1087,1071
925,301,11,461,52
22934,363,147,588,220
100132565,5,0,0,0
5789,66,349,11,1159
286343,148,53,578,91
154043,1383,152,1292,1449
2960,230,82,184,145
10428,2193,4767,924,2708
90316,0,0,0,0
55625,668,476,1360,1058
339145,6,3,2,0
136895,197,47,113,58
9407,0,1,3,0
221895,592,82,2048,85
80790,724,241,1201,549
80309,0,1,0,3
3773,3954,4526,2477,7941
55022,82,89,825,167
9320,1757,926,5783,2273
130888,100,80,159,157
1054,1164,430,675,560
79047,610,155,1379,240
148103,215,224,354,198
255231,73,12,20,50
163175,205,65,31236,151
23576,1821,5441,3313,4118
140890,999,850,3320,856
1105,602,430,688,352
162282,85,0,3,2
8526,101,61,522,140
9653,814,505,1050,740
124540,902,2631,1931,1828
781,165,123,150,243
221302,161,98,81,81
9955,10,5,2,38
284161,82,61,76,38
116150,1517,693,805,1121
223117,6,39,7,74
5529,476,372,704,413
127247,3,4,1,1
10750,363,5,245,34
400581,363,5,245,34
125206,485,9844,405,5420
26289,54,24,30,40
26256,16,14,48,18
55364,707,712,476,500
147463,131,52,1436,93
135154,262,243,279,198
83539,80,47,287,85
7070,19609,8040,12338,27120
123872,285,825,21,31
404550,479,34,147,52
219899,201,71,409,256
57338,14,0,21,0
56172,1877,662,836,872
90268,723,385,341,271
84959,83,11,98,38
54538,1198,259,1528,531
64221,1079,58,116,120
116337,1,1,0,0
84897,612,235,1014,540
4900,120,187,141,211
54463,1637,2762,895,2178
1010,1,11,1,13
2838,13,0,1,0
9868,3154,1372,596,1534
25890,4320,187,1627,403
284,112,50,113,254
26207,334,419,919,427
200014,731,464,1705,748
204219,2,9,4,1
5578,731,816,396,758
79705,1220,149,1744,245
201134,433,159,326,144
64090,0,0,0,0
10350,113,66,41,116
23460,109,55,42,201
